"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-01","2017","01","01","","-10.4","","-26.5","","-18.5","","36.5","","0.0","","","M","","M","0.0","","12","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-02","2017","01","02","","-23.4","","-34.7","","-29.1","","47.1","","0.0","","","M","","M","0.0","","11","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-03","2017","01","03","","-19.2","","-35.3","","-27.3","","45.3","","0.0","","","M","","M","0.0","","11","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-04","2017","01","04","","-16.2","","-23.1","","-19.7","","37.7","","0.0","","","M","","M","0.4","","11","","2","","33",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-05","2017","01","05","","-13.5","","-21.4","","-17.5","","35.5","","0.0","","","M","","M","0.2","","12","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-06","2017","01","06","","-17.1","","-28.9","","-23.0","","41.0","","0.0","","","M","","M","0.0","","12","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-07","2017","01","07","","-15.7","","-30.5","","-23.1","","41.1","","0.0","","","M","","M","0.0","","11","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-08","2017","01","08","","-16.6","","-27.6","","-22.1","","40.1","","0.0","","","M","","M","0.2","","11","","36","","33",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-09","2017","01","09","","-18.9","","-25.1","","-22.0","","40.0","","0.0","","","M","","M","0.9","","12","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-10","2017","01","10","","-18.8","","-30.8","","-24.8","","42.8","","0.0","","","M","","M","0.2","","13","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-11","2017","01","11","","-8.7","","-35.6","","-22.2","","40.2","","0.0","","","M","","M","0.5","","13","","36","","78",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-12","2017","01","12","","-25.3","","-35.9","","-30.6","","48.6","","0.0","","","M","","M","0.0","","5","","34","","57",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-13","2017","01","13","","-13.2","","-25.6","","-19.4","","37.4","","0.0","","","M","","M","0.0","","5","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-14","2017","01","14","","-6.4","","-19.0","","-12.7","","30.7","","0.0","","","M","","M","0.0","","5","","22","","37",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-15","2017","01","15","","-2.2","","-9.7","","-6.0","","24.0","","0.0","","","M","","M","0.0","","5","","22","","33",""
"-106.72","52.17","SASKATOON RCS","4057165","2017-01-16","2017","01","16","","-1.4","","-12.4","","-6.9","","24.9","","0.0","","","M","","M","0.0","","6","","22","","33",""
