"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-01","2013","01","01","","0.0","","-16.7","","-8.4","","26.4","","0.0","","","M","","M","0.0","","44","","30","","50",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-02","2013","01","02","","-1.7","","-14.1","","-7.9","","25.9","","0.0","","","M","","M","0.0","","26","","33","","50",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-03","2013","01","03","","-3.6","","-12.9","","-8.3","","26.3","","0.0","","","M","","M","0.0","","26","","22","","32",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-04","2013","01","04","","-7.7","","-16.3","","-12.0","","30.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-05","2013","01","05","","-5.7","","-16.5","","-11.1","","29.1","","0.0","","","M","","M","0.0","","","","31","","43",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-06","2013","01","06","","-1.9","","-9.5","","-5.7","","23.7","","0.0","","","M","","M","0.0","","","","29","","41",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-07","2013","01","07","","-2.1","","-12.5","","-7.3","","25.3","","0.0","","","M","","M","0.0","","26","","29","","37",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-08","2013","01","08","","-1.7","","-14.9","","-8.3","","26.3","","0.0","","","M","","M","1.4","","26","","33","","54",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-09","2013","01","09","","-3.4","","-16.0","","-9.7","","27.7","","0.0","","","M","","M","0.0","","26","","14","","41",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-10","2013","01","10","","-7.8","","-15.9","","-11.9","","29.9","","0.0","","","M","","M","0.0","","26","","3","","52",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-11","2013","01","11","","-15.9","","-28.4","","-22.2","","40.2","","0.0","","","M","","M","0.2","","27","","3","","46",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-12","2013","01","12","","-16.6","","-28.9","","-22.8","","40.8","","0.0","","","M","","M","0.0","","26","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-13","2013","01","13","","-16.9","","-29.8","","-23.4","","41.4","","0.0","","","M","","M","0.0","","26","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-14","2013","01","14","","-12.4","","-30.1","","-21.3","","39.3","","0.0","","","M","","M","0.0","","26","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-15","2013","01","15","","4.2","","-12.4","","-4.1","","22.1","","0.0","","","M","","M","0.2","","26","","31","","44",""
"-106.72","52.17","SASKATOON RCS","4057165","2013-01-16","2013","01","16","","-4.3","","-16.3","","-10.3","","28.3","","0.0","","0.0","","","M","0.9","","25","","4","","41",""
