"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-106.65","52.12","SASKATOON","4057118","1942-01-01","1942","01","01","","-12.2","","-28.9","","-20.6","","38.6","","0.0","","0.0","","6.4","","6.4","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-02","1942","01","02","","-21.1","","-27.2","","-24.2","","42.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-03","1942","01","03","","-25.0","","-37.8","","-31.4","","49.4","","0.0","","0.0","","0.3","","0.3","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-04","1942","01","04","","-27.2","","-33.3","","-30.3","","48.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-05","1942","01","05","","-20.0","","-32.8","","-26.4","","44.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-06","1942","01","06","","-21.1","","-37.8","","-29.5","","47.5","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-07","1942","01","07","","-14.4","","-33.3","","-23.9","","41.9","","0.0","","0.0","","0.5","","0.5","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-08","1942","01","08","","-16.1","","-22.8","","-19.5","","37.5","","0.0","","0.0","","0.5","","0.5","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-09","1942","01","09","","-5.0","","-33.9","","-19.5","","37.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-10","1942","01","10","","-2.8","","-15.0","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-11","1942","01","11","","5.0","","-5.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-12","1942","01","12","","3.9","","-5.0","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-13","1942","01","13","","4.4","","-1.1","","1.7","","16.3","","0.0","","0.3","","0.0","","0.3","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-14","1942","01","14","","3.9","","-6.7","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-15","1942","01","15","","6.7","","-9.4","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-16","1942","01","16","","5.6","","-8.9","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-17","1942","01","17","","4.4","","-7.8","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-18","1942","01","18","","1.7","","-9.4","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-19","1942","01","19","","1.1","","-9.4","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-106.65","52.12","SASKATOON","4057118","1942-01-20","1942","01","20","","2.8","","-10.6","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
