"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-01","2016","01","01","","-2.2","","-11.1","","-6.7","","24.7","","0.0","","","M","","M","0.0","","2","","33","","39",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-02","2016","01","02","","-2.7","","-13.0","","-7.9","","25.9","","0.0","","","M","","M","0.0","","2","","32","","32",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-03","2016","01","03","","-4.6","","-14.5","","-9.6","","27.6","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-04","2016","01","04","","-3.5","","-15.1","","-9.3","","27.3","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-05","2016","01","05","","-8.2","","-19.4","","-13.8","","31.8","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-06","2016","01","06","","-3.8","","-8.8","","-6.3","","24.3","","0.0","","","M","","M","1.1","","2","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-07","2016","01","07","","-8.0","","-16.7","","-12.4","","30.4","","0.0","","","M","","M","1.2","","7","","3","","41",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-08","2016","01","08","","-16.0","","-26.1","","-21.1","","39.1","","0.0","","","M","","M","0.2","","6","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-09","2016","01","09","","-17.8","","-27.3","","-22.6","","40.6","","0.0","","","M","","M","0.0","","6","","","","<31",""
"-106.72","52.17","SASKATOON RCS","4057165","2016-01-10","2016","01","10","","-12.7","","-26.7","","-19.7","","37.7","","0.0","","","M","","M","0.2","","6","","","","<31",""
