"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-01","2023","01","01","","-8.0","","-25.6","","-16.8","","34.8","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-02","2023","01","02","","-7.7","","-18.7","","-13.2","","31.2","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-03","2023","01","03","","-4.4","","-16.5","","-10.4","","28.4","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-04","2023","01","04","","-9.3","","-21.1","","-15.2","","33.2","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-05","2023","01","05","","-13.4","","-22.8","","-18.1","","36.1","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-06","2023","01","06","","-12.1","","-16.7","","-14.4","","32.4","","0.0","","","","","","0.0","","24","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-07","2023","01","07","","-10.7","","-18.1","","-14.4","","32.4","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-08","2023","01","08","","-6.6","","-17.3","","-12.0","","30.0","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-09","2023","01","09","","-12.0","","-20.3","","-16.2","","34.2","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-10","2023","01","10","","-9.9","","-18.8","","-14.3","","32.3","","0.0","","","","","","0.1","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-11","2023","01","11","","-9.1","","-12.3","","-10.7","","28.7","","0.0","","","","","","0.0","","21","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-12","2023","01","12","","-9.8","","-16.5","","-13.2","","31.2","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-13","2023","01","13","","-11.9","","-18.5","","-15.2","","33.2","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-14","2023","01","14","","-7.9","","-14.6","","-11.3","","29.3","","0.0","","","","","","0.1","","23","","7","","34",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-15","2023","01","15","","-7.5","","-9.4","","-8.5","","26.5","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-16","2023","01","16","","-6.5","","-8.8","","-7.7","","25.7","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-17","2023","01","17","","-8.8","","-11.3","","-10.1","","28.1","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-18","2023","01","18","","-5.4","","-10.1","","-7.7","","25.7","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-19","2023","01","19","","-4.2","","-9.2","","-6.7","","24.7","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-20","2023","01","20","","-7.1","","-16.5","","-11.8","","29.8","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-21","2023","01","21","","-3.4","","-15.5","","-9.5","","27.5","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-22","2023","01","22","","1.3","","-7.9","","-3.3","","21.3","","0.0","","","","","","1.5","","22","","31","","40",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-23","2023","01","23","","-0.9","","-15.2","","-8.1","","26.1","","0.0","","","","","","0.0","","23","","32","","35",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-24","2023","01","24","","-6.1","","-11.8","","-9.0","","27.0","","0.0","","","","","","0.2","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-25","2023","01","25","","-2.6","","-6.2","","-4.4","","22.4","","0.0","","","","","","0.0","","23","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-26","2023","01","26","","3.7","","-6.8","","-1.6","","19.6","","0.0","","","","","","2.7","","23","","34","","81",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-27","2023","01","27","","-4.2","","-23.0","","-13.6","","31.6","","0.0","","","","","","0.0","","18","","3","","42",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-28","2023","01","28","","-18.2","","-25.9","","-22.1","","40.1","","0.0","","","","","","0.0","","18","","30","","48",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-29","2023","01","29","","-18.4","","-28.8","","-23.6","","41.6","","0.0","","","","","","0.1","","18","","35","","37",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-30","2023","01","30","","-19.2","","-29.6","","-24.4","","42.4","","0.0","","","","","","0.0","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-01-31","2023","01","31","","-16.4","","-25.5","","-20.9","","38.9","","0.0","","","","","","0.3","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-01","2023","02","01","","-15.3","","-30.7","","-23.0","","41.0","","0.0","","","","","","0.3","","18","","3","","43",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-02","2023","02","02","","-19.5","","-35.1","","-27.3","","45.3","","0.0","","","","","","0.0","","17","","13","","37",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-03","2023","02","03","","-9.2","","-20.1","","-14.6","","32.6","","0.0","","","","","","0.0","","18","","15","","36",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-04","2023","02","04","","-3.0","","-9.3","","-6.1","","24.1","","0.0","","","","","","2.2","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-05","2023","02","05","","-0.2","","-10.4","","-5.3","","23.3","","0.0","","","","","","0.0","","20","","18","","31",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-06","2023","02","06","","0.8","","-7.8","","-3.5","","21.5","","0.0","","","","","","0.4","","20","","30","","55",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-07","2023","02","07","","1.0","","-7.9","","-3.4","","21.4","","0.0","","","","","","0.0","","20","","26","","34",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-08","2023","02","08","","-1.9","","-13.2","","-7.5","","25.5","","0.0","","","","","","0.0","","20","","3","","33",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-09","2023","02","09","","-3.1","","-16.8","","-9.9","","27.9","","0.0","","","","","","0.0","","20","","23","","32",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-10","2023","02","10","","4.0","","-9.9","","-2.9","","20.9","","0.0","","","","","","0.0","","20","","28","","47",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-11","2023","02","11","","-0.6","","-9.0","","-4.8","","22.8","","0.0","","","","","","0.0","","20","","25","","32",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-12","2023","02","12","","0.8","","-9.2","","-4.2","","22.2","","0.0","","","","","","0.0","","20","","26","","31",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-13","2023","02","13","","1.6","","-5.0","","-1.7","","19.7","","0.0","","","","","","0.0","","20","","30","","43",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-14","2023","02","14","","-1.5","","-19.5","","-10.5","","28.5","","0.0","","","","","","0.0","","20","","35","","61",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-15","2023","02","15","","-12.5","","-19.4","","-15.9","","33.9","","0.0","","","","","","0.2","","20","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-16","2023","02","16","","-5.4","","-20.4","","-12.9","","30.9","","0.0","","","","","","0.0","","20","","17","","34",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-17","2023","02","17","","","M","","M","","M","","M","","M","","","","","","M","20","","","M","","M"
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-18","2023","02","18","","-6.9","","-13.8","","-10.3","","28.3","","0.0","","","","","","0.0","","20","","5","","33",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-19","2023","02","19","","-11.3","","-14.9","","-13.1","","31.1","","0.0","","","","","","0.9","","20","","5","","35",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-20","2023","02","20","","-14.5","","-27.2","","-20.9","","38.9","","0.0","","","","","","0.0","","22","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-21","2023","02","21","","-22.0","","-32.5","","-27.2","","45.2","","0.0","","","","","","0.0","","22","","1","","34",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-22","2023","02","22","","-27.1","","-34.6","","-30.9","","48.9","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-23","2023","02","23","","-21.9","","-36.2","","-29.1","","47.1","","0.0","","","","","","0.0","","20","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-24","2023","02","24","","-19.5","","-29.2","","-24.4","","42.4","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-25","2023","02","25","","-13.7","","-30.6","","-22.1","","40.1","","0.0","","","","","","0.0","","19","","22","","32",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-26","2023","02","26","","-8.8","","-18.0","","-13.4","","31.4","","0.0","","","","","","0.0","","19","","14","","39",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-27","2023","02","27","","-8.4","","-19.2","","-13.8","","31.8","","0.0","","","","","","0.5","","19","","29","","44",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-02-28","2023","02","28","","-12.1","","-24.8","","-18.4","","36.4","","0.0","","","","","","0.0","","20","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-01","2023","03","01","","-7.8","","-24.1","","-16.0","","34.0","","0.0","","","","","","0.0","","20","","17","","34",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-02","2023","03","02","","-1.7","","-12.0","","-6.8","","24.8","","0.0","","","","","","0.1","","20","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-03","2023","03","03","","-1.2","","-14.5","","-7.8","","25.8","","0.0","","","","","","0.0","","20","","29","","31",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-04","2023","03","04","","-7.9","","-19.1","","-13.5","","31.5","","0.0","","","","","","0.0","","21","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-05","2023","03","05","","-14.8","","-25.7","","-20.2","","38.2","","0.0","","","","","","0.0","","21","","3","","31",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-06","2023","03","06","","-14.0","","-25.8","","-19.9","","37.9","","0.0","","","","","","0.0","","20","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-07","2023","03","07","","-12.9","","-19.4","","-16.2","","34.2","","0.0","","","","","","0.0","","21","","11","","40",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-08","2023","03","08","","-13.5","","-20.6","","-17.1","","35.1","","0.0","","","","","","0.0","","20","","7","","36",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-09","2023","03","09","","-11.6","","-21.9","","-16.7","","34.7","","0.0","","","","","","0.0","","20","","13","","34",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-10","2023","03","10","","-7.3","","-15.9","","-11.6","","29.6","","0.0","","","","","","0.0","","20","","8","","56",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-11","2023","03","11","","-6.9","","-16.0","","-11.4","","29.4","","0.0","","","","","","0.0","","19","","8","","50",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-12","2023","03","12","","-6.4","","-20.1","","-13.3","","31.3","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-13","2023","03","13","","-4.0","","-14.7","","-9.3","","27.3","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-14","2023","03","14","","-4.0","","-14.5","","-9.3","","27.3","","0.0","","","","","","1.0","","19","","29","","55",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-15","2023","03","15","","-6.0","","-20.0","","-13.0","","31.0","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-16","2023","03","16","","-10.1","","-19.2","","-14.6","","32.6","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-17","2023","03","17","","-8.7","","-23.7","","-16.2","","34.2","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-18","2023","03","18","","-1.2","","-16.8","","-9.0","","27.0","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-19","2023","03","19","","-4.6","","-18.3","","-11.4","","29.4","","0.0","","","","","","0.0","","19","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-20","2023","03","20","","-4.8","","-7.8","","-6.3","","24.3","","0.0","","","","","","0.0","","19","","18","","33",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-21","2023","03","21","","-6.2","","-13.4","","-9.8","","27.8","","0.0","","","","","","0.0","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-22","2023","03","22","","-7.3","","-19.4","","-13.4","","31.4","","0.0","","","","","","0.0","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-23","2023","03","23","","0.2","","-14.5","","-7.2","","25.2","","0.0","","","","","","0.0","","20","","22","","44",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-24","2023","03","24","","-3.4","","-16.1","","-9.8","","27.8","","0.0","","","","","","0.0","","18","","5","","41",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-25","2023","03","25","","-4.2","","-20.2","","-12.2","","30.2","","0.0","","","","","","0.0","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-26","2023","03","26","","-7.4","","-15.6","","-11.5","","29.5","","0.0","","","","","","0.0","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-27","2023","03","27","","-11.0","","-20.5","","-15.8","","33.8","","0.0","","","","","","0.0","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-28","2023","03","28","","-7.1","","-23.4","","-15.3","","33.3","","0.0","","","","","","0.0","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-29","2023","03","29","","-2.2","","-17.7","","-10.0","","28.0","","0.0","","","","","","0.0","","18","","24","","37",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-30","2023","03","30","","-0.2","","-8.1","","-4.1","","22.1","","0.0","","","","","","0.0","","18","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-03-31","2023","03","31","","0.0","","-10.5","","-5.3","","23.3","","0.0","","","","","","0.0","","17","","18","","42",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-01","2023","04","01","","0.0","","-9.9","","-4.9","","22.9","","0.0","","","","","","0.0","","17","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-02","2023","04","02","","-3.4","","-9.0","","-6.2","","24.2","","0.0","","","","","","0.0","","16","","5","","48",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-03","2023","04","03","","-7.9","","-14.0","","-11.0","","29.0","","0.0","","","","","","0.0","","16","","7","","36",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-04","2023","04","04","","-6.2","","-17.9","","-12.0","","30.0","","0.0","","","","","","0.0","","15","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-05","2023","04","05","","-6.1","","-21.8","","-13.9","","31.9","","0.0","","","","","","0.0","","15","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-06","2023","04","06","","-1.8","","-18.7","","-10.3","","28.3","","0.0","","","","","","0.0","","15","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-07","2023","04","07","","2.5","","-11.5","","-4.5","","22.5","","0.0","","","","","","0.0","","14","","16","","57",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-08","2023","04","08","","5.8","","-5.1","","0.3","","17.7","","0.0","","","","","","0.0","","11","","17","","41",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-09","2023","04","09","","6.0","","-2.6","","1.7","","16.3","","0.0","","","","","","0.0","","6","","18","","38",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-10","2023","04","10","","9.7","","3.0","","6.3","","11.7","","0.0","","","","","","0.0","","","","20","","43",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-11","2023","04","11","","9.8","","-0.2","","4.8","","13.2","","0.0","","","","","","0.1","","","","7","","53",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-12","2023","04","12","","10.4","","-1.1","","4.6","","13.4","","0.0","","","","","","0.0","","","","29","","46",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-13","2023","04","13","","10.8","","-4.5","","3.2","","14.8","","0.0","","","","","","0.0","","","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-14","2023","04","14","","11.9","","-0.3","","5.8","","12.2","","0.0","","","","","","0.0","","","","25","","36",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-15","2023","04","15","","13.8","","-3.7","","5.1","","12.9","","0.0","","","","","","0.0","","","","22","","33",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-16","2023","04","16","","15.6","","-0.2","","7.7","","10.3","","0.0","","","","","","0.0","","","","17","","48",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-17","2023","04","17","","16.5","","3.5","","10.0","","8.0","","0.0","","","","","","0.0","","","","15","","54",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-18","2023","04","18","","7.4","","-0.4","","3.5","","14.5","","0.0","","","","","","4.7","","","","9","","47",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-19","2023","04","19","","-0.3","","-3.7","","-2.0","","20.0","","0.0","","","","","","0.5","","","","5","","55",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-20","2023","04","20","","-0.9","","-4.0","","-2.4","","20.4","","0.0","","","","","","0.0","","8","","3","","48",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-21","2023","04","21","","3.5","","-4.3","","-0.4","","18.4","","0.0","","","","","","0.5","","5","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-22","2023","04","22","","8.6","","-3.0","","2.8","","15.2","","0.0","","","","","","0.0","","1","","","","",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-23","2023","04","23","","10.7","","-4.3","","3.2","","14.8","","0.0","","","","","","0.0","","","","15","","50",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-24","2023","04","24","","10.9","","-1.1","","4.9","","13.1","","0.0","","","","","","0.0","","","","13","","50",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-25","2023","04","25","","16.3","","3.6","","10.0","","8.0","","0.0","","","","","","2.4","","","","35","","50",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-26","2023","04","26","","14.2","","0.1","","7.2","","10.8","","0.0","","","","","","0.0","","","","32","","58",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-27","2023","04","27","","12.3","","0.4","","6.3","","11.7","","0.0","","","","","","0.0","","","","35","","47",""
"-106.72","52.17","SASKATOON RCS","4057165","2023-04-28","2023","04","28","","19.6","","-0.6","","9.5","","8.5","","0.0","","","","","","0.0","","","","32","","60",""
